,begin,end,link,counts
56,0.0,900.0,32_26,164.0
57,0.0,900.0,33_27,167.0
58,0.0,900.0,34_28,161.0
59,0.0,900.0,3_9,159.0
60,0.0,900.0,4_10,135.0
61,0.0,900.0,7_1,106.0
62,0.0,900.0,7_13,79.0
63,0.0,900.0,7_8,70.0
64,0.0,900.0,8_14,106.0
65,0.0,900.0,8_2,29.0
66,0.0,900.0,8_7,77.0
67,0.0,900.0,8_9,200.0
68,0.0,900.0,9_10,60.0
69,0.0,900.0,9_15,128.0
70,0.0,900.0,9_3,72.0
71,0.0,900.0,9_8,130.0
72,900.0,1800.0,10_16,84.0
73,900.0,1800.0,10_4,126.0
74,900.0,1800.0,10_9,56.0
75,900.0,1800.0,12_13,139.0
76,900.0,1800.0,13_12,107.0
77,900.0,1800.0,13_14,46.0
78,900.0,1800.0,13_19,27.0
79,900.0,1800.0,13_7,93.0
80,900.0,1800.0,14_13,46.0
81,900.0,1800.0,14_15,60.0
82,900.0,1800.0,14_20,115.0
83,900.0,1800.0,14_8,52.0
84,900.0,1800.0,15_14,26.0
85,900.0,1800.0,15_16,108.0
86,900.0,1800.0,15_21,70.0
87,900.0,1800.0,15_9,16.0
88,900.0,1800.0,16_10,72.0
89,900.0,1800.0,16_15,167.0
90,900.0,1800.0,16_17,153.0
91,900.0,1800.0,16_22,138.0
92,900.0,1800.0,17_16,197.0
93,900.0,1800.0,18_19,226.0
94,900.0,1800.0,19_13,81.0
95,900.0,1800.0,19_18,135.0
96,900.0,1800.0,19_20,173.0
97,900.0,1800.0,19_25,142.0
98,900.0,1800.0,1_7,126.0
99,900.0,1800.0,20_14,227.0
100,900.0,1800.0,20_19,94.0
101,900.0,1800.0,20_21,21.0
102,900.0,1800.0,20_26,52.0
103,900.0,1800.0,21_15,35.0
104,900.0,1800.0,21_20,15.0
105,900.0,1800.0,21_22,93.0
106,900.0,1800.0,21_27,131.0
107,900.0,1800.0,22_16,113.0
108,900.0,1800.0,22_21,113.0
109,900.0,1800.0,22_23,152.0
110,900.0,1800.0,22_28,47.0
111,900.0,1800.0,23_22,139.0
112,900.0,1800.0,25_19,199.0
113,900.0,1800.0,25_26,146.0
114,900.0,1800.0,25_31,136.0
115,900.0,1800.0,26_20,80.0
116,900.0,1800.0,26_25,107.0
117,900.0,1800.0,26_27,169.0
118,900.0,1800.0,26_32,112.0
119,900.0,1800.0,27_21,130.0
120,900.0,1800.0,27_26,94.0
121,900.0,1800.0,27_28,116.0
122,900.0,1800.0,27_33,131.0
123,900.0,1800.0,28_22,61.0
124,900.0,1800.0,28_27,60.0
125,900.0,1800.0,28_34,163.0
126,900.0,1800.0,2_8,146.0
127,900.0,1800.0,31_25,243.0
128,900.0,1800.0,32_26,242.0
129,900.0,1800.0,33_27,159.0
130,900.0,1800.0,34_28,128.0
131,900.0,1800.0,3_9,98.0
132,900.0,1800.0,4_10,221.0
133,900.0,1800.0,7_1,88.0
134,900.0,1800.0,7_13,33.0
135,900.0,1800.0,7_8,158.0
136,900.0,1800.0,8_14,78.0
137,900.0,1800.0,8_2,41.0
138,900.0,1800.0,8_7,50.0
139,900.0,1800.0,8_9,291.0
140,900.0,1800.0,9_10,93.0
141,900.0,1800.0,9_15,169.0
142,900.0,1800.0,9_3,92.0
143,900.0,1800.0,9_8,120.0
144,1800.0,2700.0,10_16,118.0
145,1800.0,2700.0,10_4,102.0
146,1800.0,2700.0,10_9,82.0
147,1800.0,2700.0,12_13,136.0
148,1800.0,2700.0,13_12,114.0
149,1800.0,2700.0,13_14,78.0
150,1800.0,2700.0,13_19,43.0
151,1800.0,2700.0,13_7,135.0
152,1800.0,2700.0,14_13,41.0
153,1800.0,2700.0,14_15,65.0
154,1800.0,2700.0,14_20,189.0
155,1800.0,2700.0,14_8,96.0
156,1800.0,2700.0,15_14,30.0
157,1800.0,2700.0,15_16,148.0
158,1800.0,2700.0,15_21,73.0
159,1800.0,2700.0,15_9,19.0
160,1800.0,2700.0,16_10,35.0
161,1800.0,2700.0,16_15,51.0
162,1800.0,2700.0,16_17,135.0
163,1800.0,2700.0,16_22,172.0
164,1800.0,2700.0,17_16,125.0
165,1800.0,2700.0,18_19,157.0
166,1800.0,2700.0,19_13,78.0
167,1800.0,2700.0,19_18,146.0
168,1800.0,2700.0,19_20,133.0
169,1800.0,2700.0,19_25,122.0
170,1800.0,2700.0,1_7,162.0
171,1800.0,2700.0,20_14,217.0
172,1800.0,2700.0,20_19,110.0
173,1800.0,2700.0,20_21,19.0
174,1800.0,2700.0,20_26,76.0
175,1800.0,2700.0,21_15,21.0
176,1800.0,2700.0,21_20,11.0
177,1800.0,2700.0,21_22,56.0
178,1800.0,2700.0,21_27,191.0
179,1800.0,2700.0,22_16,164.0
180,1800.0,2700.0,22_21,91.0
181,1800.0,2700.0,22_23,162.0
182,1800.0,2700.0,22_28,61.0
183,1800.0,2700.0,23_22,194.0
184,1800.0,2700.0,25_19,161.0
185,1800.0,2700.0,25_26,114.0
186,1800.0,2700.0,25_31,137.0
187,1800.0,2700.0,26_20,110.0
188,1800.0,2700.0,26_25,108.0
189,1800.0,2700.0,26_27,136.0
190,1800.0,2700.0,26_32,114.0
191,1800.0,2700.0,27_21,103.0
192,1800.0,2700.0,27_26,139.0
193,1800.0,2700.0,27_28,134.0
194,1800.0,2700.0,27_33,160.0
195,1800.0,2700.0,28_22,41.0
196,1800.0,2700.0,28_27,63.0
197,1800.0,2700.0,28_34,195.0
198,1800.0,2700.0,2_8,141.0
199,1800.0,2700.0,31_25,173.0
200,1800.0,2700.0,32_26,112.0
201,1800.0,2700.0,33_27,148.0
202,1800.0,2700.0,34_28,163.0
203,1800.0,2700.0,3_9,161.0
204,1800.0,2700.0,4_10,183.0
205,1800.0,2700.0,7_1,133.0
206,1800.0,2700.0,7_13,82.0
207,1800.0,2700.0,7_8,91.0
208,1800.0,2700.0,8_14,126.0
209,1800.0,2700.0,8_2,66.0
210,1800.0,2700.0,8_7,77.0
211,1800.0,2700.0,8_9,222.0
212,1800.0,2700.0,9_10,105.0
213,1800.0,2700.0,9_15,101.0
214,1800.0,2700.0,9_3,83.0
215,1800.0,2700.0,9_8,169.0
216,2700.0,3600.0,10_16,95.0
217,2700.0,3600.0,10_4,74.0
218,2700.0,3600.0,10_9,55.0
219,2700.0,3600.0,12_13,129.0
220,2700.0,3600.0,13_12,123.0
221,2700.0,3600.0,13_14,51.0
222,2700.0,3600.0,13_19,38.0
223,2700.0,3600.0,13_7,101.0
224,2700.0,3600.0,14_13,71.0
225,2700.0,3600.0,14_15,15.0
226,2700.0,3600.0,14_20,134.0
227,2700.0,3600.0,14_8,195.0
228,2700.0,3600.0,15_14,15.0
229,2700.0,3600.0,15_16,128.0
230,2700.0,3600.0,15_21,69.0
231,2700.0,3600.0,15_9,18.0
232,2700.0,3600.0,16_17,82.0
233,2700.0,3600.0,16_22,144.0
234,2700.0,3600.0,18_19,133.0
235,2700.0,3600.0,19_13,59.0
236,2700.0,3600.0,19_18,154.0
237,2700.0,3600.0,19_20,103.0
238,2700.0,3600.0,19_25,121.0
239,2700.0,3600.0,1_7,188.0
240,2700.0,3600.0,20_14,239.0
241,2700.0,3600.0,20_19,108.0
242,2700.0,3600.0,20_21,23.0
243,2700.0,3600.0,20_26,69.0
244,2700.0,3600.0,21_15,18.0
245,2700.0,3600.0,21_20,25.0
246,2700.0,3600.0,21_22,77.0
247,2700.0,3600.0,21_27,123.0
248,2700.0,3600.0,22_16,45.0
249,2700.0,3600.0,22_21,54.0
250,2700.0,3600.0,22_23,112.0
251,2700.0,3600.0,22_28,37.0
252,2700.0,3600.0,23_22,124.0
253,2700.0,3600.0,25_19,144.0
254,2700.0,3600.0,25_26,118.0
255,2700.0,3600.0,25_31,140.0
256,2700.0,3600.0,26_20,158.0
257,2700.0,3600.0,26_25,120.0
258,2700.0,3600.0,26_27,157.0
259,2700.0,3600.0,26_32,117.0
260,2700.0,3600.0,27_21,159.0
261,2700.0,3600.0,27_26,177.0
262,2700.0,3600.0,27_28,115.0
263,2700.0,3600.0,27_33,130.0
264,2700.0,3600.0,28_22,37.0
265,2700.0,3600.0,28_27,62.0
266,2700.0,3600.0,28_34,153.0
267,2700.0,3600.0,2_8,121.0
268,2700.0,3600.0,31_25,162.0
269,2700.0,3600.0,32_26,135.0
270,2700.0,3600.0,33_27,199.0
271,2700.0,3600.0,34_28,136.0
272,2700.0,3600.0,3_9,96.0
273,2700.0,3600.0,4_10,149.0
274,2700.0,3600.0,7_1,126.0
275,2700.0,3600.0,7_13,83.0
276,2700.0,3600.0,7_8,91.0
277,2700.0,3600.0,8_14,84.0
278,2700.0,3600.0,8_2,112.0
279,2700.0,3600.0,8_7,86.0
280,2700.0,3600.0,8_9,271.0
281,2700.0,3600.0,9_10,88.0
282,2700.0,3600.0,9_15,130.0
283,2700.0,3600.0,9_3,115.0
284,2700.0,3600.0,9_8,119.0
