,begin,end,link,counts
147,1800.0,2700.0,12_13,184.0
148,1800.0,2700.0,13_12,116.0
149,1800.0,2700.0,13_14,68.0
150,1800.0,2700.0,13_19,59.0
151,1800.0,2700.0,13_7,93.0
152,1800.0,2700.0,14_13,41.0
153,1800.0,2700.0,14_15,20.0
154,1800.0,2700.0,14_20,172.0
155,1800.0,2700.0,14_8,89.0
156,1800.0,2700.0,15_14,18.0
157,1800.0,2700.0,15_16,84.0
158,1800.0,2700.0,15_21,69.0
159,1800.0,2700.0,15_9,9.0
160,1800.0,2700.0,16_10,29.0
161,1800.0,2700.0,16_15,38.0
162,1800.0,2700.0,16_17,144.0
163,1800.0,2700.0,16_22,106.0
164,1800.0,2700.0,17_16,93.0
165,1800.0,2700.0,18_19,122.0
166,1800.0,2700.0,19_13,59.0
167,1800.0,2700.0,19_18,164.0
168,1800.0,2700.0,19_20,129.0
169,1800.0,2700.0,19_25,94.0
170,1800.0,2700.0,1_7,170.0
171,1800.0,2700.0,20_14,151.0
172,1800.0,2700.0,20_19,99.0
173,1800.0,2700.0,20_21,16.0
174,1800.0,2700.0,20_26,84.0
175,1800.0,2700.0,21_15,9.0
176,1800.0,2700.0,21_20,20.0
177,1800.0,2700.0,21_22,82.0
178,1800.0,2700.0,21_27,142.0
179,1800.0,2700.0,22_16,151.0
180,1800.0,2700.0,22_21,87.0
181,1800.0,2700.0,22_23,130.0
182,1800.0,2700.0,22_28,38.0
183,1800.0,2700.0,23_22,140.0
184,1800.0,2700.0,25_19,163.0
185,1800.0,2700.0,25_26,93.0
186,1800.0,2700.0,25_31,132.0
187,1800.0,2700.0,26_20,121.0
188,1800.0,2700.0,26_25,117.0
189,1800.0,2700.0,26_27,166.0
190,1800.0,2700.0,26_32,131.0
191,1800.0,2700.0,27_21,115.0
192,1800.0,2700.0,27_26,140.0
193,1800.0,2700.0,27_28,129.0
194,1800.0,2700.0,27_33,137.0
195,1800.0,2700.0,28_22,55.0
196,1800.0,2700.0,28_27,74.0
197,1800.0,2700.0,28_34,169.0
198,1800.0,2700.0,2_8,159.0
199,1800.0,2700.0,31_25,166.0
200,1800.0,2700.0,32_26,200.0
201,1800.0,2700.0,33_27,99.0
202,1800.0,2700.0,34_28,153.0
203,1800.0,2700.0,3_9,176.0
204,1800.0,2700.0,4_10,243.0
205,1800.0,2700.0,7_1,99.0
206,1800.0,2700.0,7_13,110.0
207,1800.0,2700.0,7_8,87.0
208,1800.0,2700.0,8_14,125.0
209,1800.0,2700.0,8_2,64.0
210,1800.0,2700.0,8_7,98.0
211,1800.0,2700.0,8_9,220.0
212,1800.0,2700.0,9_10,100.0
213,1800.0,2700.0,9_15,86.0
214,1800.0,2700.0,9_3,91.0
215,1800.0,2700.0,9_8,170.0
216,2700.0,3600.0,10_16,59.0
217,2700.0,3600.0,10_4,112.0
218,2700.0,3600.0,10_9,49.0
219,2700.0,3600.0,12_13,136.0
220,2700.0,3600.0,13_12,104.0
221,2700.0,3600.0,13_14,83.0
222,2700.0,3600.0,13_19,65.0
223,2700.0,3600.0,13_7,40.0
224,2700.0,3600.0,14_13,28.0
225,2700.0,3600.0,14_15,42.0
226,2700.0,3600.0,14_20,169.0
227,2700.0,3600.0,14_8,115.0
228,2700.0,3600.0,15_14,12.0
229,2700.0,3600.0,15_16,191.0
230,2700.0,3600.0,15_21,60.0
231,2700.0,3600.0,15_9,12.0
232,2700.0,3600.0,16_17,144.0
233,2700.0,3600.0,16_22,110.0
234,2700.0,3600.0,18_19,151.0
235,2700.0,3600.0,19_13,63.0
236,2700.0,3600.0,19_18,149.0
237,2700.0,3600.0,19_20,136.0
238,2700.0,3600.0,19_25,111.0
239,2700.0,3600.0,1_7,117.0
240,2700.0,3600.0,20_14,244.0
241,2700.0,3600.0,20_19,81.0
242,2700.0,3600.0,20_21,19.0
243,2700.0,3600.0,20_26,97.0
244,2700.0,3600.0,21_15,12.0
245,2700.0,3600.0,21_20,6.0
246,2700.0,3600.0,21_22,134.0
247,2700.0,3600.0,21_27,116.0
248,2700.0,3600.0,22_16,66.0
249,2700.0,3600.0,22_21,55.0
250,2700.0,3600.0,22_23,154.0
251,2700.0,3600.0,22_28,26.0
252,2700.0,3600.0,23_22,93.0
253,2700.0,3600.0,25_19,202.0
254,2700.0,3600.0,25_26,104.0
255,2700.0,3600.0,25_31,138.0
256,2700.0,3600.0,26_20,53.0
257,2700.0,3600.0,26_25,99.0
258,2700.0,3600.0,26_27,167.0
259,2700.0,3600.0,26_32,124.0
260,2700.0,3600.0,27_21,177.0
261,2700.0,3600.0,27_26,106.0
262,2700.0,3600.0,27_28,113.0
263,2700.0,3600.0,27_33,143.0
264,2700.0,3600.0,28_22,46.0
265,2700.0,3600.0,28_27,79.0
266,2700.0,3600.0,28_34,139.0
267,2700.0,3600.0,2_8,181.0
268,2700.0,3600.0,31_25,249.0
269,2700.0,3600.0,32_26,163.0
270,2700.0,3600.0,33_27,202.0
271,2700.0,3600.0,34_28,108.0
272,2700.0,3600.0,3_9,110.0
273,2700.0,3600.0,4_10,110.0
274,2700.0,3600.0,7_1,50.0
275,2700.0,3600.0,7_13,71.0
276,2700.0,3600.0,7_8,86.0
277,2700.0,3600.0,8_14,106.0
278,2700.0,3600.0,8_2,71.0
279,2700.0,3600.0,8_7,63.0
280,2700.0,3600.0,8_9,278.0
281,2700.0,3600.0,9_10,126.0
282,2700.0,3600.0,9_15,113.0
283,2700.0,3600.0,9_3,94.0
284,2700.0,3600.0,9_8,135.0
