,begin,end,link,counts
0,0.0,900.0,10_16,60.0
1,0.0,900.0,10_4,117.0
2,0.0,900.0,10_9,85.0
3,0.0,900.0,12_13,244.0
4,0.0,900.0,13_12,131.0
5,0.0,900.0,13_14,55.0
6,0.0,900.0,13_19,46.0
7,0.0,900.0,13_7,131.0
8,0.0,900.0,14_13,52.0
9,0.0,900.0,14_15,63.0
10,0.0,900.0,14_20,125.0
11,0.0,900.0,14_8,63.0
12,0.0,900.0,15_14,13.0
13,0.0,900.0,15_16,43.0
14,0.0,900.0,15_21,56.0
15,0.0,900.0,15_9,28.0
16,0.0,900.0,16_10,69.0
17,0.0,900.0,16_15,107.0
18,0.0,900.0,16_17,81.0
19,0.0,900.0,16_22,87.0
20,0.0,900.0,17_16,123.0
21,0.0,900.0,18_19,116.0
22,0.0,900.0,19_13,47.0
23,0.0,900.0,19_18,98.0
24,0.0,900.0,19_20,98.0
25,0.0,900.0,19_25,75.0
26,0.0,900.0,1_7,158.0
27,0.0,900.0,20_14,180.0
28,0.0,900.0,20_19,64.0
29,0.0,900.0,20_21,14.0
30,0.0,900.0,20_26,48.0
31,0.0,900.0,21_15,60.0
32,0.0,900.0,21_22,77.0
33,0.0,900.0,21_27,93.0
34,0.0,900.0,22_16,153.0
35,0.0,900.0,22_21,52.0
36,0.0,900.0,22_23,108.0
37,0.0,900.0,22_28,38.0
38,0.0,900.0,23_22,182.0
39,0.0,900.0,25_19,123.0
40,0.0,900.0,25_26,46.0
41,0.0,900.0,25_31,107.0
42,0.0,900.0,26_20,116.0
43,0.0,900.0,26_25,88.0
44,0.0,900.0,26_27,72.0
45,0.0,900.0,26_32,84.0
46,0.0,900.0,27_21,144.0
47,0.0,900.0,27_26,129.0
48,0.0,900.0,27_28,71.0
49,0.0,900.0,27_33,79.0
50,0.0,900.0,28_22,31.0
51,0.0,900.0,28_27,100.0
52,0.0,900.0,28_34,106.0
53,0.0,900.0,2_8,195.0
54,0.0,900.0,31_25,130.0
55,0.0,900.0,32_26,178.0
56,0.0,900.0,33_27,204.0
57,0.0,900.0,34_28,175.0
58,0.0,900.0,3_9,158.0
59,0.0,900.0,4_10,134.0
60,0.0,900.0,7_1,95.0
61,0.0,900.0,7_13,100.0
62,0.0,900.0,7_8,85.0
63,0.0,900.0,8_14,95.0
64,0.0,900.0,8_2,78.0
65,0.0,900.0,8_7,81.0
66,0.0,900.0,8_9,213.0
67,0.0,900.0,9_10,93.0
68,0.0,900.0,9_15,98.0
69,0.0,900.0,9_3,90.0
70,0.0,900.0,9_8,153.0
71,900.0,1800.0,10_16,103.0
72,900.0,1800.0,10_4,121.0
73,900.0,1800.0,10_9,91.0
74,900.0,1800.0,12_13,169.0
75,900.0,1800.0,13_12,157.0
76,900.0,1800.0,13_14,93.0
77,900.0,1800.0,13_19,48.0
78,900.0,1800.0,13_7,113.0
79,900.0,1800.0,14_13,64.0
80,900.0,1800.0,14_15,71.0
81,900.0,1800.0,14_20,143.0
82,900.0,1800.0,14_8,90.0
83,900.0,1800.0,15_14,14.0
84,900.0,1800.0,15_16,43.0
85,900.0,1800.0,15_21,89.0
86,900.0,1800.0,15_9,23.0
87,900.0,1800.0,16_10,78.0
88,900.0,1800.0,16_15,151.0
89,900.0,1800.0,16_17,140.0
90,900.0,1800.0,16_22,95.0
91,900.0,1800.0,17_16,146.0
