,begin,end,link,counts
72,900.0,1800.0,10_16,98.0
73,900.0,1800.0,10_4,131.0
74,900.0,1800.0,10_9,89.0
75,900.0,1800.0,12_13,170.0
76,900.0,1800.0,13_12,126.0
77,900.0,1800.0,13_14,49.0
78,900.0,1800.0,13_19,77.0
79,900.0,1800.0,13_7,99.0
80,900.0,1800.0,14_13,44.0
81,900.0,1800.0,14_15,62.0
82,900.0,1800.0,14_20,156.0
83,900.0,1800.0,14_8,134.0
84,900.0,1800.0,15_14,8.0
85,900.0,1800.0,15_16,76.0
86,900.0,1800.0,15_21,58.0
87,900.0,1800.0,15_9,33.0
88,900.0,1800.0,16_10,67.0
89,900.0,1800.0,16_15,139.0
90,900.0,1800.0,16_17,131.0
91,900.0,1800.0,16_22,118.0
92,900.0,1800.0,17_16,153.0
93,900.0,1800.0,18_19,149.0
94,900.0,1800.0,19_13,58.0
95,900.0,1800.0,19_18,145.0
96,900.0,1800.0,19_20,153.0
97,900.0,1800.0,19_25,116.0
98,900.0,1800.0,1_7,191.0
99,900.0,1800.0,20_14,222.0
100,900.0,1800.0,20_19,86.0
101,900.0,1800.0,20_21,20.0
102,900.0,1800.0,20_26,81.0
103,900.0,1800.0,21_15,57.0
104,900.0,1800.0,21_20,13.0
105,900.0,1800.0,21_22,93.0
106,900.0,1800.0,21_27,139.0
107,900.0,1800.0,22_16,121.0
108,900.0,1800.0,22_21,70.0
109,900.0,1800.0,22_23,135.0
110,900.0,1800.0,22_28,58.0
111,900.0,1800.0,23_22,153.0
112,900.0,1800.0,25_19,156.0
113,900.0,1800.0,25_26,78.0
114,900.0,1800.0,25_31,124.0
115,900.0,1800.0,26_20,95.0
116,900.0,1800.0,26_25,74.0
117,900.0,1800.0,26_27,127.0
118,900.0,1800.0,26_32,129.0
119,900.0,1800.0,27_21,161.0
120,900.0,1800.0,27_26,119.0
121,900.0,1800.0,27_28,106.0
122,900.0,1800.0,27_33,155.0
123,900.0,1800.0,28_22,13.0
124,900.0,1800.0,28_27,109.0
125,900.0,1800.0,28_34,161.0
126,900.0,1800.0,2_8,140.0
127,900.0,1800.0,31_25,165.0
128,900.0,1800.0,32_26,142.0
129,900.0,1800.0,33_27,129.0
130,900.0,1800.0,34_28,117.0
131,900.0,1800.0,3_9,143.0
132,900.0,1800.0,4_10,147.0
133,900.0,1800.0,7_1,83.0
134,900.0,1800.0,7_13,118.0
135,900.0,1800.0,7_8,71.0
136,900.0,1800.0,8_14,121.0
137,900.0,1800.0,8_2,136.0
138,900.0,1800.0,8_7,67.0
139,900.0,1800.0,8_9,191.0
140,900.0,1800.0,9_10,116.0
141,900.0,1800.0,9_15,82.0
142,900.0,1800.0,9_3,72.0
143,900.0,1800.0,9_8,178.0
144,1800.0,2700.0,10_16,58.0
145,1800.0,2700.0,10_4,161.0
146,1800.0,2700.0,10_9,65.0
147,1800.0,2700.0,12_13,192.0
148,1800.0,2700.0,13_12,128.0
149,1800.0,2700.0,13_14,83.0
150,1800.0,2700.0,13_19,47.0
151,1800.0,2700.0,13_7,72.0
152,1800.0,2700.0,14_13,63.0
153,1800.0,2700.0,14_15,48.0
154,1800.0,2700.0,14_20,126.0
155,1800.0,2700.0,14_8,100.0
156,1800.0,2700.0,15_14,11.0
157,1800.0,2700.0,15_16,91.0
158,1800.0,2700.0,15_21,68.0
159,1800.0,2700.0,15_9,19.0
160,1800.0,2700.0,16_10,87.0
161,1800.0,2700.0,16_15,136.0
162,1800.0,2700.0,16_17,111.0
163,1800.0,2700.0,16_22,118.0
164,1800.0,2700.0,17_16,166.0
165,1800.0,2700.0,18_19,147.0
166,1800.0,2700.0,19_13,60.0
167,1800.0,2700.0,19_18,140.0
168,1800.0,2700.0,19_20,124.0
169,1800.0,2700.0,19_25,119.0
170,1800.0,2700.0,1_7,171.0
171,1800.0,2700.0,20_14,220.0
172,1800.0,2700.0,20_19,72.0
173,1800.0,2700.0,20_21,11.0
174,1800.0,2700.0,20_26,69.0
175,1800.0,2700.0,21_15,19.0
176,1800.0,2700.0,21_20,7.0
177,1800.0,2700.0,21_22,85.0
178,1800.0,2700.0,21_27,105.0
179,1800.0,2700.0,22_16,150.0
180,1800.0,2700.0,22_21,80.0
181,1800.0,2700.0,22_23,131.0
182,1800.0,2700.0,22_28,43.0
183,1800.0,2700.0,23_22,151.0
184,1800.0,2700.0,25_19,175.0
185,1800.0,2700.0,25_26,105.0
186,1800.0,2700.0,25_31,103.0
187,1800.0,2700.0,26_20,102.0
188,1800.0,2700.0,26_25,89.0
189,1800.0,2700.0,26_27,147.0
190,1800.0,2700.0,26_32,113.0
191,1800.0,2700.0,27_21,128.0
192,1800.0,2700.0,27_26,103.0
193,1800.0,2700.0,27_28,85.0
194,1800.0,2700.0,27_33,158.0
195,1800.0,2700.0,28_22,51.0
196,1800.0,2700.0,28_27,91.0
197,1800.0,2700.0,28_34,131.0
198,1800.0,2700.0,2_8,158.0
199,1800.0,2700.0,31_25,182.0
200,1800.0,2700.0,32_26,177.0
201,1800.0,2700.0,33_27,127.0
202,1800.0,2700.0,34_28,179.0
203,1800.0,2700.0,3_9,111.0
204,1800.0,2700.0,4_10,148.0
205,1800.0,2700.0,7_1,77.0
206,1800.0,2700.0,7_13,93.0
207,1800.0,2700.0,7_8,131.0
208,1800.0,2700.0,8_14,76.0
209,1800.0,2700.0,8_2,111.0
210,1800.0,2700.0,8_7,80.0
211,1800.0,2700.0,8_9,266.0
212,1800.0,2700.0,9_10,131.0
213,1800.0,2700.0,9_15,115.0
214,1800.0,2700.0,9_3,77.0
215,1800.0,2700.0,9_8,149.0
216,2700.0,3600.0,10_16,48.0
217,2700.0,3600.0,10_4,117.0
218,2700.0,3600.0,10_9,83.0
219,2700.0,3600.0,12_13,86.0
220,2700.0,3600.0,13_12,100.0
221,2700.0,3600.0,13_14,51.0
222,2700.0,3600.0,13_19,33.0
223,2700.0,3600.0,13_7,40.0
224,2700.0,3600.0,14_13,36.0
225,2700.0,3600.0,14_15,78.0
226,2700.0,3600.0,14_20,144.0
227,2700.0,3600.0,14_8,173.0
228,2700.0,3600.0,15_14,8.0
229,2700.0,3600.0,15_16,122.0
230,2700.0,3600.0,15_21,89.0
231,2700.0,3600.0,15_9,15.0
232,2700.0,3600.0,16_10,8.0
233,2700.0,3600.0,16_17,103.0
234,2700.0,3600.0,16_22,71.0
235,2700.0,3600.0,17_16,54.0
236,2700.0,3600.0,18_19,182.0
237,2700.0,3600.0,19_13,31.0
238,2700.0,3600.0,19_18,121.0
239,2700.0,3600.0,19_20,113.0
240,2700.0,3600.0,19_25,132.0
241,2700.0,3600.0,1_7,97.0
242,2700.0,3600.0,20_14,231.0
243,2700.0,3600.0,20_19,75.0
244,2700.0,3600.0,20_21,8.0
245,2700.0,3600.0,20_26,79.0
246,2700.0,3600.0,21_15,15.0
247,2700.0,3600.0,21_20,5.0
248,2700.0,3600.0,21_22,87.0
249,2700.0,3600.0,21_27,170.0
250,2700.0,3600.0,22_16,148.0
251,2700.0,3600.0,22_21,68.0
252,2700.0,3600.0,22_23,129.0
253,2700.0,3600.0,22_28,23.0
254,2700.0,3600.0,23_22,167.0
255,2700.0,3600.0,25_19,163.0
256,2700.0,3600.0,25_26,138.0
257,2700.0,3600.0,25_31,117.0
258,2700.0,3600.0,26_20,126.0
259,2700.0,3600.0,26_25,90.0
260,2700.0,3600.0,26_27,132.0
261,2700.0,3600.0,26_32,124.0
262,2700.0,3600.0,27_21,155.0
263,2700.0,3600.0,27_26,111.0
264,2700.0,3600.0,27_28,124.0
265,2700.0,3600.0,27_33,141.0
266,2700.0,3600.0,28_22,62.0
267,2700.0,3600.0,28_27,44.0
268,2700.0,3600.0,28_34,146.0
269,2700.0,3600.0,2_8,149.0
270,2700.0,3600.0,31_25,201.0
271,2700.0,3600.0,32_26,142.0
272,2700.0,3600.0,33_27,194.0
273,2700.0,3600.0,34_28,136.0
274,2700.0,3600.0,3_9,147.0
275,2700.0,3600.0,4_10,117.0
276,2700.0,3600.0,7_1,59.0
277,2700.0,3600.0,7_13,87.0
278,2700.0,3600.0,7_8,61.0
279,2700.0,3600.0,8_14,103.0
280,2700.0,3600.0,8_2,99.0
281,2700.0,3600.0,8_7,82.0
282,2700.0,3600.0,8_9,233.0
283,2700.0,3600.0,9_10,138.0
284,2700.0,3600.0,9_15,113.0
285,2700.0,3600.0,9_3,82.0
286,2700.0,3600.0,9_8,132.0
