,begin,end,link,counts
0,0.0,900.0,10_16,105.0
1,0.0,900.0,10_4,75.0
2,0.0,900.0,10_9,127.0
3,0.0,900.0,12_13,156.0
4,0.0,900.0,13_12,95.0
5,0.0,900.0,13_14,56.0
6,0.0,900.0,13_19,55.0
7,0.0,900.0,13_7,88.0
8,0.0,900.0,14_13,38.0
9,0.0,900.0,14_15,47.0
10,0.0,900.0,14_20,163.0
11,0.0,900.0,14_8,71.0
12,0.0,900.0,15_14,13.0
13,0.0,900.0,15_16,37.0
14,0.0,900.0,15_21,43.0
15,0.0,900.0,15_9,34.0
16,0.0,900.0,16_10,52.0
17,0.0,900.0,16_15,112.0
18,0.0,900.0,16_17,104.0
19,0.0,900.0,16_22,115.0
20,0.0,900.0,17_16,161.0
21,0.0,900.0,18_19,144.0
22,0.0,900.0,19_13,62.0
23,0.0,900.0,19_18,108.0
24,0.0,900.0,19_20,103.0
25,0.0,900.0,19_25,89.0
26,0.0,900.0,1_7,161.0
27,0.0,900.0,20_14,188.0
28,0.0,900.0,20_19,86.0
29,0.0,900.0,20_21,7.0
30,0.0,900.0,20_26,62.0
31,0.0,900.0,21_15,43.0
32,0.0,900.0,21_20,12.0
33,0.0,900.0,21_22,66.0
34,0.0,900.0,21_27,103.0
35,0.0,900.0,22_16,118.0
36,0.0,900.0,22_21,94.0
37,0.0,900.0,22_23,82.0
38,0.0,900.0,22_28,38.0
39,0.0,900.0,23_22,155.0
40,0.0,900.0,25_19,111.0
41,0.0,900.0,25_26,35.0
42,0.0,900.0,25_31,107.0
43,0.0,900.0,26_20,112.0
44,0.0,900.0,26_25,63.0
45,0.0,900.0,26_27,60.0
46,0.0,900.0,26_32,102.0
47,0.0,900.0,27_21,117.0
48,0.0,900.0,27_26,121.0
49,0.0,900.0,27_28,57.0
50,0.0,900.0,27_33,90.0
51,0.0,900.0,28_22,24.0
52,0.0,900.0,28_27,87.0
53,0.0,900.0,28_34,93.0
54,0.0,900.0,2_8,110.0
55,0.0,900.0,31_25,116.0
56,0.0,900.0,32_26,157.0
57,0.0,900.0,33_27,191.0
58,0.0,900.0,34_28,118.0
59,0.0,900.0,3_9,197.0
60,0.0,900.0,4_10,234.0
61,0.0,900.0,7_1,99.0
62,0.0,900.0,7_13,85.0
63,0.0,900.0,7_8,83.0
64,0.0,900.0,8_14,124.0
65,0.0,900.0,8_2,87.0
66,0.0,900.0,8_7,81.0
67,0.0,900.0,8_9,154.0
68,0.0,900.0,9_10,89.0
69,0.0,900.0,9_15,73.0
70,0.0,900.0,9_3,100.0
71,0.0,900.0,9_8,198.0
72,900.0,1800.0,10_16,83.0
73,900.0,1800.0,10_4,156.0
74,900.0,1800.0,10_9,45.0
75,900.0,1800.0,12_13,159.0
76,900.0,1800.0,13_12,108.0
77,900.0,1800.0,13_14,80.0
78,900.0,1800.0,13_19,50.0
79,900.0,1800.0,13_7,124.0
80,900.0,1800.0,14_13,54.0
81,900.0,1800.0,14_15,58.0
82,900.0,1800.0,14_20,178.0
83,900.0,1800.0,14_8,64.0
84,900.0,1800.0,15_14,13.0
85,900.0,1800.0,15_16,57.0
86,900.0,1800.0,15_21,44.0
87,900.0,1800.0,15_9,19.0
88,900.0,1800.0,16_10,81.0
89,900.0,1800.0,16_15,121.0
90,900.0,1800.0,16_17,98.0
91,900.0,1800.0,16_22,127.0
92,900.0,1800.0,17_16,121.0
93,900.0,1800.0,18_19,200.0
94,900.0,1800.0,19_13,73.0
95,900.0,1800.0,19_18,110.0
96,900.0,1800.0,19_20,151.0
97,900.0,1800.0,19_25,160.0
98,900.0,1800.0,1_7,163.0
99,900.0,1800.0,20_14,211.0
100,900.0,1800.0,20_19,111.0
