,id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
0,12.0,2.0,,0.0,55.57,2.0,41.0,,475.38,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_12.0 tripinfo_12.0,DEFAULT_VEHTYPE,1.0,
1,23.0,2.0,,0.0,55.57,2.0,41.0,,429.88,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_23.0 tripinfo_23.0,DEFAULT_VEHTYPE,1.0,
2,44.0,0.0,,0.0,55.56,0.0,60.0,,490.96,55.57,60.0,1558.62,0.0,0.0,0.0,0.0,0.0,vehroute_44.0 tripinfo_44.0,DEFAULT_VEHTYPE,1.0,
3,3.0,8.0,,0.0,55.57,8.0,68.0,,486.13,55.56,60.0,1558.62,0.0,0.0,0.0,0.0,0.0,vehroute_3.0 tripinfo_3.0,DEFAULT_VEHTYPE,1.0,
4,23.1,53.0,,0.0,55.57,0.06,92.0,,429.88,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_23.1 tripinfo_23.1,DEFAULT_VEHTYPE,1.0,
5,58.0,6.0,,0.0,55.57,6.0,98.0,,476.21,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_58.0 tripinfo_58.0,DEFAULT_VEHTYPE,1.0,
6,37.0,8.0,,0.0,55.57,8.0,100.0,,489.02,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_37.0 tripinfo_37.0,DEFAULT_VEHTYPE,1.0,
7,120.0,20.0,,0.0,55.56,20.0,119.0,,494.71,55.55,99.0,2098.47,0.0,0.0,0.0,0.0,0.0,vehroute_120.0 tripinfo_120.0,DEFAULT_VEHTYPE,1.0,
8,131.0,20.0,,0.0,55.55,20.0,119.0,,487.52,55.56,99.0,2098.47,0.0,0.0,0.0,0.0,0.0,vehroute_131.0 tripinfo_131.0,DEFAULT_VEHTYPE,1.0,
9,82.0,10.0,,0.0,55.55,10.0,123.0,,489.02,55.57,113.0,2277.96,0.0,0.0,0.0,1.46,0.0,vehroute_82.0 tripinfo_82.0,DEFAULT_VEHTYPE,1.0,
10,107.0,14.0,,0.0,55.56,14.0,124.0,,492.01,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_107.0 tripinfo_107.0,DEFAULT_VEHTYPE,1.0,
11,61.0,12.0,,0.0,55.57,12.0,124.0,,489.65,55.55,112.0,2277.96,0.0,0.0,0.0,0.0,0.0,vehroute_61.0 tripinfo_61.0,DEFAULT_VEHTYPE,1.0,
12,96.0,16.0,,0.0,55.56,16.0,126.0,,481.41,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_96.0 tripinfo_96.0,DEFAULT_VEHTYPE,1.0,
13,24.0,4.0,,0.0,55.57,4.0,128.0,,476.21,55.57,124.0,2435.49,0.0,0.0,0.0,0.0,0.0,vehroute_24.0 tripinfo_24.0,DEFAULT_VEHTYPE,1.0,
14,35.0,4.0,,0.0,55.57,4.0,129.0,,475.38,55.57,125.0,2435.49,0.0,0.0,0.0,0.16,0.0,vehroute_35.0 tripinfo_35.0,DEFAULT_VEHTYPE,1.0,
15,73.0,14.0,,0.0,55.55,14.0,131.0,,492.01,55.56,117.0,2353.57,0.0,0.0,0.0,0.0,0.0,vehroute_73.0 tripinfo_73.0,DEFAULT_VEHTYPE,1.0,
16,94.0,12.0,,0.0,55.56,12.0,134.0,,491.1,55.55,122.0,2353.57,0.0,0.0,0.0,4.99,0.0,vehroute_94.0 tripinfo_94.0,DEFAULT_VEHTYPE,1.0,
17,0.0,0.0,,0.0,55.57,0.0,137.0,,429.88,55.57,137.0,2584.63,0.0,0.0,0.0,0.0,0.0,vehroute_0.0 tripinfo_0.0,DEFAULT_VEHTYPE,1.0,
18,11.0,0.0,,0.0,55.57,0.0,137.0,,490.96,55.57,137.0,2584.63,0.0,0.0,0.0,0.0,0.0,vehroute_11.0 tripinfo_11.0,DEFAULT_VEHTYPE,1.0,
19,37.1,48.0,,0.0,55.57,0.63,140.0,,489.02,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_37.1 tripinfo_37.1,DEFAULT_VEHTYPE,1.0,
20,13.0,4.0,,0.0,55.57,4.0,150.0,,476.21,55.57,146.0,2695.47,0.0,0.0,0.0,0.0,0.0,vehroute_13.0 tripinfo_13.0,DEFAULT_VEHTYPE,1.0,
21,108.0,16.0,,0.0,55.56,16.0,152.0,,487.52,55.56,136.0,2608.87,0.0,0.0,0.0,0.0,0.0,vehroute_108.0 tripinfo_108.0,DEFAULT_VEHTYPE,1.0,
22,12.1,113.0,,0.0,55.57,0.5,152.0,,475.38,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_12.1 tripinfo_12.1,DEFAULT_VEHTYPE,1.0,
23,128.0,14.0,,0.0,55.55,14.0,153.0,,489.65,55.55,139.0,2664.89,0.0,0.0,0.0,0.0,0.0,vehroute_128.0 tripinfo_128.0,DEFAULT_VEHTYPE,1.0,
24,119.0,18.0,,0.0,55.56,18.0,154.0,,481.41,55.56,136.0,2608.87,0.0,0.0,0.0,0.0,0.0,vehroute_119.0 tripinfo_119.0,DEFAULT_VEHTYPE,1.0,
25,96.1,48.0,,0.0,55.56,0.63,158.0,,481.41,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_96.1 tripinfo_96.1,DEFAULT_VEHTYPE,1.0,
26,87.0,20.0,,0.0,55.55,20.0,159.0,,494.71,55.55,139.0,2664.89,0.0,0.0,0.0,0.0,0.0,vehroute_87.0 tripinfo_87.0,DEFAULT_VEHTYPE,1.0,
27,22.0,0.0,,0.0,55.57,0.0,160.0,,490.96,55.57,160.0,2935.61,0.0,0.0,0.0,0.0,0.0,vehroute_22.0 tripinfo_22.0,DEFAULT_VEHTYPE,1.0,
28,23.2,106.0,,0.0,55.57,0.12,160.0,,429.88,55.57,54.0,1210.74,0.0,0.0,0.0,15.27,0.0,vehroute_23.2 tripinfo_23.2,DEFAULT_VEHTYPE,1.0,
29,1.0,2.0,,0.0,55.57,2.0,162.0,,475.38,55.57,160.0,2935.61,0.0,0.0,0.0,0.0,0.0,vehroute_1.0 tripinfo_1.0,DEFAULT_VEHTYPE,1.0,
30,34.0,2.0,,0.0,55.57,2.0,165.0,,429.88,55.57,163.0,2695.47,0.0,0.0,0.0,16.96,0.0,vehroute_34.0 tripinfo_34.0,DEFAULT_VEHTYPE,1.0,
31,44.1,113.0,,0.0,55.56,0.5,173.0,,490.96,55.57,60.0,1558.62,0.0,0.0,0.0,0.0,0.0,vehroute_44.1 tripinfo_44.1,DEFAULT_VEHTYPE,1.0,
32,131.1,75.0,,0.0,55.55,0.0,174.0,,487.52,55.56,99.0,2098.47,0.0,0.0,0.0,0.0,0.0,vehroute_131.1 tripinfo_131.1,DEFAULT_VEHTYPE,1.0,
33,70.0,8.0,,0.0,55.55,8.0,175.0,,486.13,55.56,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_70.0 tripinfo_70.0,DEFAULT_VEHTYPE,1.0,
34,49.0,10.0,,0.0,55.56,10.0,177.0,,491.1,55.55,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_49.0 tripinfo_49.0,DEFAULT_VEHTYPE,1.0,
35,14.0,6.0,,0.0,55.57,6.0,185.0,,486.13,55.56,179.0,3161.33,0.0,0.0,0.0,0.0,0.0,vehroute_14.0 tripinfo_14.0,DEFAULT_VEHTYPE,1.0,
36,45.0,2.0,,0.0,55.56,2.0,186.0,,429.88,55.57,184.0,3161.33,4.89,0.0,0.0,4.89,0.0,vehroute_45.0 tripinfo_45.0,DEFAULT_VEHTYPE,1.0,
37,0.1,50.0,,0.0,55.57,0.0,187.0,,429.88,55.57,137.0,2584.63,0.0,0.0,0.0,0.34,0.0,vehroute_0.1 tripinfo_0.1,DEFAULT_VEHTYPE,1.0,
38,73.1,70.0,,0.0,55.55,0.77,187.0,,492.01,55.56,117.0,2353.57,0.0,0.0,0.0,0.0,0.0,vehroute_73.1 tripinfo_73.1,DEFAULT_VEHTYPE,1.0,
39,37.2,95.0,,0.0,55.57,0.26,187.0,,489.02,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_37.2 tripinfo_37.2,DEFAULT_VEHTYPE,1.0,
40,80.0,6.0,,0.0,55.55,6.0,193.0,,476.21,55.57,187.0,3290.02,0.0,0.0,0.0,2.13,0.0,vehroute_80.0 tripinfo_80.0,DEFAULT_VEHTYPE,1.0,
41,57.0,4.0,,0.0,55.57,4.0,199.0,,475.38,55.57,195.0,3431.49,0.0,0.0,0.0,0.0,0.0,vehroute_57.0 tripinfo_57.0,DEFAULT_VEHTYPE,1.0,
42,39.0,12.0,,0.0,55.57,12.0,201.0,,489.65,55.55,189.0,3290.02,4.0,0.0,0.0,4.0,0.0,vehroute_39.0 tripinfo_39.0,DEFAULT_VEHTYPE,1.0,
43,34.1,50.0,,0.0,55.57,0.0,201.0,,429.88,55.57,151.0,2695.47,0.0,0.0,0.0,5.02,0.0,vehroute_34.1 tripinfo_34.1,DEFAULT_VEHTYPE,1.0,
44,23.3,159.0,,0.0,55.57,0.18,202.0,,429.88,55.57,43.0,1210.74,0.0,0.0,0.0,4.53,0.0,vehroute_23.3 tripinfo_23.3,DEFAULT_VEHTYPE,1.0,
45,96.2,95.0,,0.0,55.56,0.26,205.0,,481.41,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_96.2 tripinfo_96.2,DEFAULT_VEHTYPE,1.0,
46,26.0,8.0,,0.0,55.57,8.0,206.0,,489.02,55.57,198.0,3473.17,0.0,0.0,0.0,0.0,0.0,vehroute_26.0 tripinfo_26.0,DEFAULT_VEHTYPE,1.0,
47,117.0,14.0,,0.0,55.56,14.0,207.0,,489.65,55.55,193.0,3408.23,0.0,0.0,0.0,0.0,0.0,vehroute_117.0 tripinfo_117.0,DEFAULT_VEHTYPE,1.0,
48,25.0,6.0,,0.0,55.57,6.0,207.0,,486.13,55.56,201.0,3512.31,0.0,0.0,0.0,0.0,0.0,vehroute_25.0 tripinfo_25.0,DEFAULT_VEHTYPE,1.0,
49,66.0,0.0,,0.0,55.55,0.0,209.0,,490.96,55.57,209.0,3632.26,0.0,0.0,0.0,0.0,0.0,vehroute_66.0 tripinfo_66.0,DEFAULT_VEHTYPE,1.0,
50,86.0,18.0,,0.0,55.55,18.0,211.0,,487.52,55.56,193.0,3408.23,0.0,0.0,0.0,0.0,0.0,vehroute_86.0 tripinfo_86.0,DEFAULT_VEHTYPE,1.0,
51,3.1,152.0,,0.0,55.57,2.0,212.0,,486.13,55.56,60.0,1558.62,0.0,0.0,0.0,0.0,0.0,vehroute_3.1 tripinfo_3.1,DEFAULT_VEHTYPE,1.0,
52,46.0,4.0,,0.0,55.56,4.0,214.0,,475.38,55.57,210.0,3512.31,6.33,0.0,0.0,8.89,0.0,vehroute_46.0 tripinfo_46.0,DEFAULT_VEHTYPE,1.0,
53,94.1,102.0,,0.0,55.56,2.0,219.0,,491.1,55.55,117.0,2353.57,0.0,0.0,0.0,0.0,0.0,vehroute_94.1 tripinfo_94.1,DEFAULT_VEHTYPE,1.0,
54,5.0,12.0,,0.0,55.57,12.0,221.0,,491.1,55.55,209.0,3632.26,0.0,0.0,0.0,0.0,0.0,vehroute_5.0 tripinfo_5.0,DEFAULT_VEHTYPE,1.0,
55,56.0,2.0,,0.0,55.57,2.0,222.0,,429.88,55.57,220.0,3733.15,0.0,0.0,0.0,0.0,0.0,vehroute_56.0 tripinfo_56.0,DEFAULT_VEHTYPE,1.0,
56,49.1,57.0,,0.0,55.56,0.75,224.0,,491.1,55.55,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_49.1 tripinfo_49.1,DEFAULT_VEHTYPE,1.0,
57,105.0,10.0,,0.0,55.56,10.0,225.0,,491.1,55.55,215.0,3626.46,6.1,0.0,0.0,6.1,0.0,vehroute_105.0 tripinfo_105.0,DEFAULT_VEHTYPE,1.0,
58,74.0,16.0,,0.0,55.55,16.0,225.0,,481.41,55.56,209.0,3626.46,0.0,0.0,0.0,0.0,0.0,vehroute_74.0 tripinfo_74.0,DEFAULT_VEHTYPE,1.0,
59,108.1,90.0,,0.0,55.56,0.0,226.0,,487.52,55.56,136.0,2608.87,0.0,0.0,0.0,0.0,0.0,vehroute_108.1 tripinfo_108.1,DEFAULT_VEHTYPE,1.0,
60,70.1,60.0,,0.0,55.55,0.0,227.0,,486.13,55.56,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_70.1 tripinfo_70.1,DEFAULT_VEHTYPE,1.0,
61,128.1,90.0,,0.0,55.55,0.0,229.0,,489.65,55.55,139.0,2664.89,0.0,0.0,0.0,0.0,0.0,vehroute_128.1 tripinfo_128.1,DEFAULT_VEHTYPE,1.0,
62,109.0,18.0,,0.0,55.56,18.0,235.0,,494.71,55.55,217.0,3732.3,0.0,0.0,0.0,0.0,0.0,vehroute_109.0 tripinfo_109.0,DEFAULT_VEHTYPE,1.0,
63,130.0,18.0,,0.0,55.55,18.0,235.0,,481.41,55.56,217.0,3732.3,0.0,0.0,0.0,0.0,0.0,vehroute_130.0 tripinfo_130.0,DEFAULT_VEHTYPE,1.0,
64,37.3,143.0,,0.0,55.57,0.9,235.0,,489.02,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_37.3 tripinfo_37.3,DEFAULT_VEHTYPE,1.0,
65,0.2,100.0,,0.0,55.57,0.0,237.0,,429.88,55.57,137.0,2584.63,0.0,0.0,0.0,0.0,0.0,vehroute_0.2 tripinfo_0.2,DEFAULT_VEHTYPE,1.0,
66,14.1,60.0,,0.0,55.57,0.0,239.0,,486.13,55.56,179.0,3161.33,0.0,0.0,0.0,0.0,0.0,vehroute_14.1 tripinfo_14.1,DEFAULT_VEHTYPE,1.0,
67,87.1,100.0,,0.0,55.55,0.0,239.0,,494.71,55.55,139.0,2664.89,0.0,0.0,0.0,0.0,0.0,vehroute_87.1 tripinfo_87.1,DEFAULT_VEHTYPE,1.0,
68,39.1,53.0,,0.0,55.57,0.06,241.0,,489.65,55.55,188.0,3290.02,3.0,0.0,0.0,3.0,0.0,vehroute_39.1 tripinfo_39.1,DEFAULT_VEHTYPE,1.0,
69,126.0,10.0,,0.0,55.55,10.0,243.0,,489.02,55.57,233.0,3963.55,0.0,0.0,0.0,0.0,0.0,vehroute_126.0 tripinfo_126.0,DEFAULT_VEHTYPE,1.0,
70,57.1,48.0,,0.0,55.57,0.63,243.0,,475.38,55.57,195.0,3431.49,0.0,0.0,0.0,0.0,0.0,vehroute_57.1 tripinfo_57.1,DEFAULT_VEHTYPE,1.0,
71,15.0,8.0,,0.0,55.57,8.0,244.0,,489.02,55.57,236.0,3691.47,19.24,0.0,0.0,19.24,0.0,vehroute_15.0 tripinfo_15.0,DEFAULT_VEHTYPE,1.0,
72,118.0,16.0,,0.0,55.56,16.0,247.0,,492.01,55.56,231.0,3902.96,0.0,0.0,0.0,1.95,0.0,vehroute_118.0 tripinfo_118.0,DEFAULT_VEHTYPE,1.0,
73,97.0,18.0,,0.0,55.56,18.0,250.0,,487.52,55.56,232.0,3902.96,0.0,0.0,0.0,3.46,0.0,vehroute_97.0 tripinfo_97.0,DEFAULT_VEHTYPE,1.0,
74,80.1,65.0,,0.0,55.55,0.71,250.0,,476.21,55.57,185.0,3290.02,0.0,0.0,0.0,0.0,0.0,vehroute_80.1 tripinfo_80.1,DEFAULT_VEHTYPE,1.0,
75,24.1,129.0,,0.0,55.57,0.43,253.0,,476.21,55.57,124.0,2435.49,0.0,0.0,0.0,0.0,0.0,vehroute_24.1 tripinfo_24.1,DEFAULT_VEHTYPE,1.0,
76,96.3,143.0,,0.0,55.56,0.9,253.0,,481.41,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_96.3 tripinfo_96.3,DEFAULT_VEHTYPE,1.0,
77,120.1,156.0,,0.0,55.56,6.0,255.0,,494.71,55.55,99.0,2098.47,0.0,0.0,0.0,0.0,0.0,vehroute_120.1 tripinfo_120.1,DEFAULT_VEHTYPE,1.0,
78,131.2,152.0,,0.0,55.55,2.0,255.0,,487.52,55.56,103.0,2098.47,0.0,0.0,0.0,4.52,0.0,vehroute_131.2 tripinfo_131.2,DEFAULT_VEHTYPE,1.0,
79,73.2,139.0,,0.0,55.55,0.54,256.0,,492.01,55.56,117.0,2353.57,0.0,0.0,0.0,0.0,0.0,vehroute_73.2 tripinfo_73.2,DEFAULT_VEHTYPE,1.0,
80,34.2,100.0,,0.0,55.57,0.0,259.0,,429.88,55.57,159.0,2695.47,0.0,0.0,0.0,13.68,0.0,vehroute_34.2 tripinfo_34.2,DEFAULT_VEHTYPE,1.0,
81,65.0,20.0,,0.0,55.57,20.0,260.0,,494.71,55.55,240.0,3963.55,6.97,0.0,0.0,6.97,0.0,vehroute_65.0 tripinfo_65.0,DEFAULT_VEHTYPE,1.0,
82,23.4,212.0,,0.0,55.57,0.24,261.0,,429.88,55.57,49.0,1210.74,0.0,0.0,0.0,10.19,0.0,vehroute_23.4 tripinfo_23.4,DEFAULT_VEHTYPE,1.0,
83,66.1,53.0,,0.0,55.55,0.06,262.0,,490.96,55.57,209.0,3632.26,0.0,0.0,0.0,0.0,0.0,vehroute_66.1 tripinfo_66.1,DEFAULT_VEHTYPE,1.0,
84,12.2,225.0,,0.0,55.57,0.0,264.0,,475.38,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_12.2 tripinfo_12.2,DEFAULT_VEHTYPE,1.0,
85,74.1,57.0,,0.0,55.55,4.06,266.0,,481.41,55.56,209.0,3626.46,0.01,0.0,0.0,0.01,0.0,vehroute_74.1 tripinfo_74.1,DEFAULT_VEHTYPE,1.0,
86,105.1,60.0,,0.0,55.56,0.0,271.0,,491.1,55.55,211.0,3626.46,1.45,0.0,0.0,1.46,0.0,vehroute_105.1 tripinfo_105.1,DEFAULT_VEHTYPE,1.0,
87,2.0,6.0,,0.0,55.57,6.0,273.0,,476.21,55.57,267.0,4420.34,0.0,0.0,0.0,0.0,0.0,vehroute_2.0 tripinfo_2.0,DEFAULT_VEHTYPE,1.0,
88,67.0,2.0,,0.0,55.55,2.0,274.0,,429.88,55.57,272.0,4456.04,0.0,0.0,0.0,0.0,0.0,vehroute_67.0 tripinfo_67.0,DEFAULT_VEHTYPE,1.0,
89,58.1,182.0,,0.0,55.57,2.0,274.0,,476.21,55.57,92.0,1990.1,0.0,0.0,0.0,0.67,0.0,vehroute_58.1 tripinfo_58.1,DEFAULT_VEHTYPE,1.0,
90,86.1,82.0,,0.0,55.55,0.18,275.0,,487.52,55.56,193.0,3408.23,0.0,0.0,0.0,0.0,0.0,vehroute_86.1 tripinfo_86.1,DEFAULT_VEHTYPE,1.0,
91,92.0,8.0,,0.0,55.56,8.0,279.0,,486.13,55.56,271.0,4417.27,0.0,0.0,0.0,5.65,0.0,vehroute_92.0 tripinfo_92.0,DEFAULT_VEHTYPE,1.0,
92,51.0,14.0,,0.0,55.56,14.0,280.0,,492.01,55.56,266.0,4417.27,0.0,0.0,0.0,0.0,0.0,vehroute_51.0 tripinfo_51.0,DEFAULT_VEHTYPE,1.0,
93,37.4,190.0,,0.0,55.57,0.53,282.0,,489.02,55.57,92.0,1990.1,0.0,0.0,0.0,0.0,0.0,vehroute_37.4 tripinfo_37.4,DEFAULT_VEHTYPE,1.0,
94,49.2,117.0,,0.0,55.56,4.5,284.0,,491.1,55.55,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_49.2 tripinfo_49.2,DEFAULT_VEHTYPE,1.0,
95,118.1,53.0,,0.0,55.56,0.06,285.0,,492.01,55.56,232.0,3902.96,3.0,0.0,0.0,3.0,0.0,vehroute_118.1 tripinfo_118.1,DEFAULT_VEHTYPE,1.0,
96,44.2,225.0,,0.0,55.56,0.0,285.0,,490.96,55.57,60.0,1558.62,0.0,0.0,0.0,0.0,0.0,vehroute_44.2 tripinfo_44.2,DEFAULT_VEHTYPE,1.0,
97,70.2,120.0,,0.0,55.55,0.0,287.0,,486.13,55.56,167.0,3045.9,0.0,0.0,0.0,0.0,0.0,vehroute_70.2 tripinfo_70.2,DEFAULT_VEHTYPE,1.0,
98,33.0,0.0,,0.0,55.57,0.0,289.0,,490.96,55.57,289.0,4420.34,6.73,0.0,0.0,22.6,0.0,vehroute_33.0 tripinfo_33.0,DEFAULT_VEHTYPE,1.0,
99,57.2,95.0,,0.0,55.57,0.26,290.0,,475.38,55.57,195.0,3431.49,0.0,0.0,0.0,0.0,0.0,vehroute_57.2 tripinfo_57.2,DEFAULT_VEHTYPE,1.0,
100,5.1,82.0,,0.0,55.57,0.18,291.0,,491.1,55.55,209.0,3632.26,0.0,0.0,0.0,0.0,0.0,vehroute_5.1 tripinfo_5.1,DEFAULT_VEHTYPE,1.0,
101,39.2,106.0,,0.0,55.57,0.12,291.0,,489.65,55.55,185.0,3290.02,0.0,0.0,0.0,0.0,0.0,vehroute_39.2 tripinfo_39.2,DEFAULT_VEHTYPE,1.0,
102,13.1,150.0,,0.0,55.57,0.0,296.0,,476.21,55.57,146.0,2695.47,0.0,0.0,0.0,0.0,0.0,vehroute_13.1 tripinfo_13.1,DEFAULT_VEHTYPE,1.0,
103,34.3,150.0,,0.0,55.57,0.0,296.0,,429.88,55.57,146.0,2695.47,0.0,0.0,0.0,0.0,0.0,vehroute_34.3 tripinfo_34.3,DEFAULT_VEHTYPE,1.0,
104,126.1,60.0,,0.0,55.55,0.0,297.0,,489.02,55.57,237.0,3963.55,4.26,0.0,0.0,4.26,0.0,vehroute_126.1 tripinfo_126.1,DEFAULT_VEHTYPE,1.0,
105,16.0,10.0,,0.0,55.57,10.0,298.0,,491.1,55.55,288.0,4456.04,16.55,0.0,0.0,16.55,0.0,vehroute_16.0 tripinfo_16.0,DEFAULT_VEHTYPE,1.0,
106,68.0,4.0,,0.0,55.55,4.0,298.0,,475.38,55.57,294.0,4807.02,0.0,0.0,0.0,0.0,0.0,vehroute_68.0 tripinfo_68.0,DEFAULT_VEHTYPE,1.0,
107,115.0,10.0,,0.0,55.56,10.0,299.0,,489.02,55.57,289.0,4706.89,1.67,0.0,0.0,2.03,0.0,vehroute_115.0 tripinfo_115.0,DEFAULT_VEHTYPE,1.0,
108,96.4,190.0,,0.0,55.56,0.53,300.0,,481.41,55.56,110.0,2256.91,0.0,0.0,0.0,0.0,0.0,vehroute_96.4 tripinfo_96.4,DEFAULT_VEHTYPE,1.0,
109,46.1,90.0,,0.0,55.56,0.0,302.0,,475.38,55.57,212.0,3512.31,10.61,0.0,0.0,10.61,0.0,vehroute_46.1 tripinfo_46.1,DEFAULT_VEHTYPE,1.0,
110,28.0,12.0,,0.0,55.57,12.0,304.0,,489.65,55.55,292.0,4773.09,0.0,0.0,0.0,0.0,0.0,vehroute_28.0 tripinfo_28.0,DEFAULT_VEHTYPE,1.0,
111,23.5,265.0,,0.0,55.57,0.29,304.0,,429.88,55.57,39.0,1210.74,0.0,0.0,0.0,0.0,0.0,vehroute_23.5 tripinfo_23.5,DEFAULT_VEHTYPE,1.0,
112,64.0,18.0,,0.0,55.57,18.0,305.0,,487.52,55.56,287.0,4706.89,0.0,0.0,0.0,0.0,0.0,vehroute_64.0 tripinfo_64.0,DEFAULT_VEHTYPE,1.0,
113,15.1,90.0,,0.0,55.57,0.0,307.0,,489.02,55.57,217.0,3691.47,0.0,0.0,0.0,0.0,0.0,vehroute_15.1 tripinfo_15.1,DEFAULT_VEHTYPE,1.0,
114,88.0,0.0,,0.0,55.56,0.0,308.0,,490.96,55.57,308.0,5003.63,0.0,0.0,0.0,0.0,0.0,vehroute_88.0 tripinfo_88.0,DEFAULT_VEHTYPE,1.0,
115,14.2,120.0,,0.0,55.57,0.0,308.0,,486.13,55.56,188.0,3161.33,8.99,0.0,0.0,8.99,0.0,vehroute_14.2 tripinfo_14.2,DEFAULT_VEHTYPE,1.0,
116,79.0,4.0,,0.0,55.55,4.0,309.0,,475.38,55.57,305.0,4731.41,0.0,0.0,0.0,16.44,0.0,vehroute_79.0 tripinfo_79.0,DEFAULT_VEHTYPE,1.0,
117,130.1,92.0,,0.0,55.55,2.0,309.0,,481.41,55.56,217.0,3732.3,0.0,0.0,0.0,0.0,0.0,vehroute_130.1 tripinfo_130.1,DEFAULT_VEHTYPE,1.0,
118,27.0,10.0,,0.0,55.57,10.0,310.0,,491.1,55.55,300.0,4807.02,0.0,0.0,0.0,5.86,0.0,vehroute_27.0 tripinfo_27.0,DEFAULT_VEHTYPE,1.0,
119,0.3,150.0,,0.0,55.57,0.0,310.0,,429.88,55.57,160.0,2584.63,23.09,0.0,0.0,23.09,0.0,vehroute_0.3 tripinfo_0.3,DEFAULT_VEHTYPE,1.0,
120,2.1,45.0,,0.0,55.57,0.0,312.0,,476.21,55.57,267.0,4420.34,0.0,0.0,0.0,0.0,0.0,vehroute_2.1 tripinfo_2.1,DEFAULT_VEHTYPE,1.0,
121,124.0,6.0,,0.0,55.55,6.0,313.0,,476.21,55.57,307.0,4975.61,0.39,0.0,0.0,0.39,0.0,vehroute_124.0 tripinfo_124.0,DEFAULT_VEHTYPE,1.0,
122,103.0,6.0,,0.0,55.56,6.0,314.0,,486.13,55.56,308.0,4993.69,0.0,0.0,0.0,0.0,0.0,vehroute_103.0 tripinfo_103.0,DEFAULT_VEHTYPE,1.0,
123,80.2,129.0,,0.0,55.55,0.43,314.0,,476.21,55.57,185.0,3290.02,0.0,0.0,0.0,0.13,0.0,vehroute_80.2 tripinfo_80.2,DEFAULT_VEHTYPE,1.0,
124,59.0,8.0,,0.0,55.57,8.0,315.0,,486.13,55.56,307.0,4966.98,2.01,0.0,0.0,2.01,0.0,vehroute_59.0 tripinfo_59.0,DEFAULT_VEHTYPE,1.0,
125,66.2,106.0,,0.0,55.55,0.12,315.0,,490.96,55.57,209.0,3632.26,0.0,0.0,0.0,0.0,0.0,vehroute_66.2 tripinfo_66.2,DEFAULT_VEHTYPE,1.0,
126,48.0,8.0,,0.0,55.56,8.0,316.0,,489.02,55.57,308.0,4966.98,3.0,0.0,0.0,3.0,0.0,vehroute_48.0 tripinfo_48.0,DEFAULT_VEHTYPE,1.0,
127,108.2,182.0,,0.0,55.56,2.0,318.0,,487.52,55.56,136.0,2608.87,0.0,0.0,0.0,0.0,0.0,vehroute_108.2 tripinfo_108.2,DEFAULT_VEHTYPE,1.0,
128,74.2,110.0,,0.0,55.55,4.12,319.0,,481.41,55.56,209.0,3626.46,0.0,0.0,0.0,0.0,0.0,vehroute_74.2 tripinfo_74.2,DEFAULT_VEHTYPE,1.0,
129,100.0,0.0,,0.0,55.56,0.0,320.0,,429.88,55.57,320.0,4877.78,17.63,0.0,0.0,17.63,0.0,vehroute_100.0 tripinfo_100.0,DEFAULT_VEHTYPE,1.0,
130,11.1,180.0,,0.0,55.57,0.0,321.0,,490.96,55.57,141.0,2584.63,4.0,0.0,0.0,4.0,0.0,vehroute_11.1 tripinfo_11.1,DEFAULT_VEHTYPE,1.0,
131,7.0,16.0,,0.0,55.57,16.0,324.0,,492.01,55.56,308.0,5003.63,0.72,0.0,0.0,0.72,0.0,vehroute_7.0 tripinfo_7.0,DEFAULT_VEHTYPE,1.0,
132,131.3,225.0,,0.0,55.55,0.0,324.0,,487.52,55.56,99.0,2098.47,0.0,0.0,0.0,0.0,0.0,vehroute_131.3 tripinfo_131.3,DEFAULT_VEHTYPE,1.0,
