,begin,end,link,counts
0,0.0,900.0,10_16,70.0
1,0.0,900.0,10_4,73.0
2,0.0,900.0,10_9,89.0
3,0.0,900.0,12_13,178.0
4,0.0,900.0,13_12,90.0
5,0.0,900.0,13_14,65.0
6,0.0,900.0,13_19,54.0
7,0.0,900.0,13_7,117.0
8,0.0,900.0,14_13,40.0
9,0.0,900.0,14_15,44.0
10,0.0,900.0,14_20,147.0
11,0.0,900.0,14_8,24.0
12,0.0,900.0,15_14,28.0
13,0.0,900.0,15_16,53.0
14,0.0,900.0,15_21,74.0
15,0.0,900.0,15_9,62.0
16,0.0,900.0,16_10,49.0
17,0.0,900.0,16_15,77.0
18,0.0,900.0,16_17,112.0
19,0.0,900.0,16_22,93.0
20,0.0,900.0,17_16,164.0
21,0.0,900.0,18_19,152.0
22,0.0,900.0,19_13,63.0
23,0.0,900.0,19_18,111.0
24,0.0,900.0,19_20,112.0
25,0.0,900.0,19_25,88.0
26,0.0,900.0,1_7,195.0
27,0.0,900.0,20_14,169.0
28,0.0,900.0,20_19,63.0
29,0.0,900.0,20_21,9.0
30,0.0,900.0,20_26,64.0
31,0.0,900.0,21_15,69.0
32,0.0,900.0,21_20,2.0
33,0.0,900.0,21_22,43.0
34,0.0,900.0,21_27,104.0
35,0.0,900.0,22_16,122.0
36,0.0,900.0,22_21,50.0
37,0.0,900.0,22_23,78.0
38,0.0,900.0,22_28,39.0
39,0.0,900.0,23_22,136.0
40,0.0,900.0,25_19,144.0
41,0.0,900.0,25_26,72.0
42,0.0,900.0,25_31,103.0
43,0.0,900.0,26_20,87.0
44,0.0,900.0,26_25,91.0
45,0.0,900.0,26_27,88.0
46,0.0,900.0,26_32,98.0
47,0.0,900.0,27_21,122.0
48,0.0,900.0,27_26,117.0
49,0.0,900.0,27_28,70.0
50,0.0,900.0,27_33,90.0
51,0.0,900.0,28_22,42.0
52,0.0,900.0,28_27,121.0
53,0.0,900.0,28_34,108.0
54,0.0,900.0,2_8,153.0
55,0.0,900.0,31_25,162.0
56,0.0,900.0,32_26,153.0
57,0.0,900.0,33_27,139.0
58,0.0,900.0,34_28,189.0
59,0.0,900.0,3_9,164.0
60,0.0,900.0,4_10,123.0
61,0.0,900.0,7_1,125.0
62,0.0,900.0,7_13,77.0
63,0.0,900.0,7_8,112.0
64,0.0,900.0,8_14,90.0
65,0.0,900.0,8_2,76.0
66,0.0,900.0,8_7,93.0
67,0.0,900.0,8_9,181.0
68,0.0,900.0,9_10,77.0
69,0.0,900.0,9_15,130.0
70,0.0,900.0,9_3,67.0
71,0.0,900.0,9_8,193.0
72,900.0,1800.0,10_16,105.0
73,900.0,1800.0,10_4,125.0
74,900.0,1800.0,10_9,94.0
75,900.0,1800.0,12_13,186.0
76,900.0,1800.0,13_12,121.0
77,900.0,1800.0,13_14,62.0
78,900.0,1800.0,13_19,61.0
79,900.0,1800.0,13_7,113.0
80,900.0,1800.0,14_13,53.0
81,900.0,1800.0,14_15,71.0
82,900.0,1800.0,14_20,172.0
83,900.0,1800.0,14_8,100.0
84,900.0,1800.0,15_14,18.0
85,900.0,1800.0,15_16,79.0
86,900.0,1800.0,15_21,84.0
87,900.0,1800.0,15_9,46.0
88,900.0,1800.0,16_10,66.0
89,900.0,1800.0,16_15,128.0
90,900.0,1800.0,16_17,160.0
91,900.0,1800.0,16_22,101.0
92,900.0,1800.0,17_16,118.0
93,900.0,1800.0,18_19,177.0
94,900.0,1800.0,19_13,54.0
95,900.0,1800.0,19_18,143.0
96,900.0,1800.0,19_20,146.0
97,900.0,1800.0,19_25,140.0
98,900.0,1800.0,1_7,193.0
99,900.0,1800.0,20_14,218.0
100,900.0,1800.0,20_19,100.0
101,900.0,1800.0,20_21,21.0
102,900.0,1800.0,20_26,82.0
103,900.0,1800.0,21_15,72.0
104,900.0,1800.0,21_20,8.0
105,900.0,1800.0,21_22,78.0
106,900.0,1800.0,21_27,131.0
107,900.0,1800.0,22_16,135.0
108,900.0,1800.0,22_21,68.0
109,900.0,1800.0,22_23,111.0
110,900.0,1800.0,22_28,35.0
111,900.0,1800.0,23_22,142.0
112,900.0,1800.0,25_19,143.0
113,900.0,1800.0,25_26,102.0
114,900.0,1800.0,25_31,135.0
115,900.0,1800.0,26_20,97.0
116,900.0,1800.0,26_25,89.0
117,900.0,1800.0,26_27,142.0
118,900.0,1800.0,26_32,123.0
119,900.0,1800.0,27_21,123.0
120,900.0,1800.0,27_26,132.0
121,900.0,1800.0,27_28,91.0
122,900.0,1800.0,27_33,162.0
123,900.0,1800.0,28_22,28.0
124,900.0,1800.0,28_27,82.0
125,900.0,1800.0,28_34,125.0
126,900.0,1800.0,2_8,185.0
127,900.0,1800.0,31_25,152.0
128,900.0,1800.0,32_26,137.0
129,900.0,1800.0,33_27,131.0
130,900.0,1800.0,34_28,198.0
131,900.0,1800.0,3_9,171.0
132,900.0,1800.0,4_10,144.0
133,900.0,1800.0,7_1,126.0
134,900.0,1800.0,7_13,108.0
135,900.0,1800.0,7_8,66.0
136,900.0,1800.0,8_14,109.0
137,900.0,1800.0,8_2,102.0
138,900.0,1800.0,8_7,109.0
139,900.0,1800.0,8_9,222.0
140,900.0,1800.0,9_10,119.0
141,900.0,1800.0,9_15,130.0
142,900.0,1800.0,9_3,85.0
143,900.0,1800.0,9_8,189.0
144,1800.0,2700.0,10_16,83.0
145,1800.0,2700.0,10_4,94.0
146,1800.0,2700.0,10_9,63.0
147,1800.0,2700.0,12_13,157.0
148,1800.0,2700.0,13_12,80.0
149,1800.0,2700.0,13_14,75.0
150,1800.0,2700.0,13_19,43.0
151,1800.0,2700.0,13_7,30.0
152,1800.0,2700.0,14_13,44.0
153,1800.0,2700.0,14_15,67.0
154,1800.0,2700.0,14_20,148.0
155,1800.0,2700.0,14_8,115.0
156,1800.0,2700.0,15_14,8.0
157,1800.0,2700.0,15_16,85.0
158,1800.0,2700.0,15_21,78.0
159,1800.0,2700.0,15_9,50.0
160,1800.0,2700.0,16_10,56.0
161,1800.0,2700.0,16_15,172.0
162,1800.0,2700.0,16_17,104.0
163,1800.0,2700.0,16_22,153.0
164,1800.0,2700.0,17_16,181.0
165,1800.0,2700.0,18_19,157.0
166,1800.0,2700.0,19_13,38.0
167,1800.0,2700.0,19_18,99.0
168,1800.0,2700.0,19_20,148.0
169,1800.0,2700.0,19_25,133.0
170,1800.0,2700.0,1_7,64.0
171,1800.0,2700.0,20_14,233.0
172,1800.0,2700.0,20_19,86.0
173,1800.0,2700.0,20_21,25.0
174,1800.0,2700.0,20_26,75.0
175,1800.0,2700.0,21_15,34.0
176,1800.0,2700.0,21_20,8.0
177,1800.0,2700.0,21_22,102.0
178,1800.0,2700.0,21_27,160.0
179,1800.0,2700.0,22_16,128.0
180,1800.0,2700.0,22_21,82.0
181,1800.0,2700.0,22_23,161.0
182,1800.0,2700.0,22_28,44.0
183,1800.0,2700.0,23_22,119.0
184,1800.0,2700.0,25_19,145.0
185,1800.0,2700.0,25_26,98.0
186,1800.0,2700.0,25_31,141.0
187,1800.0,2700.0,26_20,104.0
188,1800.0,2700.0,26_25,78.0
189,1800.0,2700.0,26_27,127.0
190,1800.0,2700.0,26_32,102.0
191,1800.0,2700.0,27_21,145.0
192,1800.0,2700.0,27_26,84.0
193,1800.0,2700.0,27_28,95.0
194,1800.0,2700.0,27_33,174.0
195,1800.0,2700.0,28_22,41.0
196,1800.0,2700.0,28_27,50.0
197,1800.0,2700.0,28_34,140.0
198,1800.0,2700.0,2_8,187.0
199,1800.0,2700.0,31_25,169.0
200,1800.0,2700.0,32_26,173.0
201,1800.0,2700.0,33_27,168.0
202,1800.0,2700.0,34_28,119.0
203,1800.0,2700.0,3_9,110.0
204,1800.0,2700.0,4_10,154.0
205,1800.0,2700.0,7_1,83.0
206,1800.0,2700.0,7_13,50.0
207,1800.0,2700.0,7_8,80.0
208,1800.0,2700.0,8_14,92.0
209,1800.0,2700.0,8_2,93.0
210,1800.0,2700.0,8_7,84.0
211,1800.0,2700.0,8_9,241.0
212,1800.0,2700.0,9_10,85.0
213,1800.0,2700.0,9_15,130.0
214,1800.0,2700.0,9_3,122.0
215,1800.0,2700.0,9_8,107.0
216,2700.0,3600.0,10_16,105.0
217,2700.0,3600.0,10_4,115.0
218,2700.0,3600.0,10_9,71.0
219,2700.0,3600.0,12_13,12.0
220,2700.0,3600.0,13_12,62.0
221,2700.0,3600.0,13_14,47.0
222,2700.0,3600.0,13_19,36.0
223,2700.0,3600.0,13_7,12.0
224,2700.0,3600.0,14_13,15.0
225,2700.0,3600.0,14_15,74.0
226,2700.0,3600.0,14_20,144.0
227,2700.0,3600.0,14_8,102.0
228,2700.0,3600.0,15_14,13.0
229,2700.0,3600.0,15_16,162.0
230,2700.0,3600.0,15_21,81.0
231,2700.0,3600.0,15_9,14.0
232,2700.0,3600.0,16_10,32.0
233,2700.0,3600.0,16_15,35.0
234,2700.0,3600.0,16_17,130.0
235,2700.0,3600.0,16_22,112.0
236,2700.0,3600.0,17_16,111.0
237,2700.0,3600.0,18_19,151.0
238,2700.0,3600.0,19_13,8.0
239,2700.0,3600.0,19_18,91.0
240,2700.0,3600.0,19_20,128.0
241,2700.0,3600.0,19_25,130.0
242,2700.0,3600.0,1_7,131.0
243,2700.0,3600.0,20_14,244.0
244,2700.0,3600.0,20_19,72.0
245,2700.0,3600.0,20_21,27.0
246,2700.0,3600.0,20_26,73.0
247,2700.0,3600.0,21_15,14.0
248,2700.0,3600.0,21_20,1.0
249,2700.0,3600.0,21_22,130.0
250,2700.0,3600.0,21_27,140.0
251,2700.0,3600.0,22_16,125.0
252,2700.0,3600.0,22_21,73.0
253,2700.0,3600.0,22_23,174.0
254,2700.0,3600.0,22_28,54.0
255,2700.0,3600.0,23_22,155.0
256,2700.0,3600.0,25_19,130.0
257,2700.0,3600.0,25_26,118.0
258,2700.0,3600.0,25_31,124.0
259,2700.0,3600.0,26_20,157.0
260,2700.0,3600.0,26_25,87.0
261,2700.0,3600.0,26_27,161.0
262,2700.0,3600.0,26_32,134.0
263,2700.0,3600.0,27_21,167.0
264,2700.0,3600.0,27_26,100.0
265,2700.0,3600.0,27_28,89.0
266,2700.0,3600.0,27_33,155.0
267,2700.0,3600.0,28_22,26.0
268,2700.0,3600.0,28_27,37.0
269,2700.0,3600.0,28_34,144.0
270,2700.0,3600.0,2_8,171.0
271,2700.0,3600.0,31_25,158.0
272,2700.0,3600.0,32_26,245.0
273,2700.0,3600.0,33_27,196.0
274,2700.0,3600.0,34_28,65.0
275,2700.0,3600.0,3_9,173.0
276,2700.0,3600.0,4_10,165.0
277,2700.0,3600.0,7_1,52.0
278,2700.0,3600.0,7_13,93.0
279,2700.0,3600.0,7_8,53.0
280,2700.0,3600.0,8_14,115.0
281,2700.0,3600.0,8_2,79.0
282,2700.0,3600.0,8_7,84.0
283,2700.0,3600.0,8_9,201.0
284,2700.0,3600.0,9_10,125.0
285,2700.0,3600.0,9_15,106.0
286,2700.0,3600.0,9_3,73.0
287,2700.0,3600.0,9_8,164.0
