,begin,end,link,counts
0,0.0,900.0,10_16,99.0
1,0.0,900.0,10_4,95.0
2,0.0,900.0,10_9,83.0
3,0.0,900.0,12_13,178.0
4,0.0,900.0,13_12,102.0
5,0.0,900.0,13_14,86.0
6,0.0,900.0,13_19,49.0
7,0.0,900.0,13_7,89.0
8,0.0,900.0,14_13,36.0
9,0.0,900.0,14_15,42.0
10,0.0,900.0,14_20,139.0
11,0.0,900.0,14_8,35.0
12,0.0,900.0,15_14,6.0
13,0.0,900.0,15_16,45.0
14,0.0,900.0,15_21,68.0
15,0.0,900.0,15_9,93.0
16,0.0,900.0,16_10,63.0
17,0.0,900.0,16_15,107.0
18,0.0,900.0,16_17,104.0
19,0.0,900.0,16_22,110.0
20,0.0,900.0,17_16,185.0
21,0.0,900.0,18_19,157.0
22,0.0,900.0,19_13,80.0
23,0.0,900.0,19_18,126.0
24,0.0,900.0,19_20,106.0
25,0.0,900.0,19_25,64.0
26,0.0,900.0,1_7,178.0
27,0.0,900.0,20_14,167.0
28,0.0,900.0,20_19,56.0
29,0.0,900.0,20_21,12.0
30,0.0,900.0,20_26,68.0
31,0.0,900.0,21_15,68.0
32,0.0,900.0,21_20,3.0
33,0.0,900.0,21_22,73.0
34,0.0,900.0,21_27,105.0
35,0.0,900.0,22_16,121.0
36,0.0,900.0,22_21,58.0
37,0.0,900.0,22_23,120.0
38,0.0,900.0,22_28,29.0
39,0.0,900.0,23_22,129.0
40,0.0,900.0,25_19,149.0
41,0.0,900.0,25_26,59.0
42,0.0,900.0,25_31,82.0
43,0.0,900.0,26_20,94.0
44,0.0,900.0,26_25,92.0
45,0.0,900.0,26_27,86.0
46,0.0,900.0,26_32,83.0
47,0.0,900.0,27_21,153.0
48,0.0,900.0,27_26,108.0
49,0.0,900.0,27_28,61.0
50,0.0,900.0,27_33,94.0
51,0.0,900.0,28_22,43.0
52,0.0,900.0,28_27,100.0
53,0.0,900.0,28_34,86.0
54,0.0,900.0,2_8,142.0
55,0.0,900.0,31_25,158.0
56,0.0,900.0,32_26,167.0
57,0.0,900.0,33_27,167.0
58,0.0,900.0,34_28,207.0
59,0.0,900.0,3_9,130.0
60,0.0,900.0,4_10,143.0
61,0.0,900.0,7_1,104.0
62,0.0,900.0,7_13,79.0
63,0.0,900.0,7_8,93.0
64,0.0,900.0,8_14,80.0
65,0.0,900.0,8_2,89.0
66,0.0,900.0,8_7,71.0
